FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,glass,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
9838,51.536182,-0.101686,6.759332417,1,7.537360075,6.468074705,5.748220138,5.586426071,0,0,0,0,0,0.370652,0,0.084613,0,0,0,0,0,0.000273,0,0,0,0,0,0,0,0.003055,0,0.003777,0,0.123926,0,0.080504,0,0.120625,0,0,1.60E-05,0.130758,0.005508,0.050062,0,0.02623
9839,51.52392,-0.081107,5.789545701,1,6.17625125,5.399919918,5.010541164,4.426026621,0,0,0,0,0,0.734156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129438,0,0.081441,0,0.054965,0,0,0,0,0,0,0,0
9840,51.524477,-0.085191,5.037143745,1,4.653031014,3.445156285,5.54296251,5.495064562,0.009219,0,0,0,0,0.347426,0,0.011949,0,0,0,0,0,0.047453,0,0,0,0,0,0,0,0.00441,0,4.70E-05,0,0.264059,0,0.083559,0.026012,0.188504,0,0,0.002176,0,0.004574,0,0,0
9841,51.52742,-0.08285,5.955888455,1,6.106474057,5.996609856,5.414342615,4.840145739,0.016855,0,0,0,0,0.560824,0,0.034043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012129,0,0,0,0.222152,0,0.04627,0,0.10543,0,0,0,0.002297,0,0,0,0
9842,51.525927,-0.05795,7.097087384,1,5.886459174,5.614995279,5.507106555,5.905361684,0,0,0,0,0,0.271723,0,0.07373,0,0,0,0,0.022426,4.00E-06,0,0,0.006551,0,0,0,0,0,0,0.00841,0,0.20516,0,0.111457,0,0.14727,0,0,0.001133,0.111773,0.035707,0.004656,0,0
9843,51.525349,-0.057792,7.442739946,1,5.239046283,4.079438763,5.519155987,5.191680575,0,0,0,0,0,0.286656,0,0.082777,0,0,0,0,0,0.055242,0,0,0,0,0,0,0,0,0,0,0,0.21077,0,0.069953,0,0.223223,0,0,0,0.069645,0,0.001734,0,0
9844,51.524935,-0.057679,4.3603636,1,5.314840401,3.891538509,5.701274696,5.776517856,0,0,0,0,0,0.381086,0,0.026371,0,0,0,0,0,0.009594,0,0,0,0,0,0.001227,0,0,0,0.007434,0,0.225535,0,0.105562,0,0.204422,0,0,0,0.036348,0,0.002402,0,0
9845,51.52285,-0.066963,4.403288381,1,4.054898307,3.885497849,4.679042909,5.33853314,0,0,0,0,0,0.14257,0,0.086566,0,0,0,0,0,0.085895,0,0,0.000902,0,0,0,0,0,0,0.000578,0,0.288184,0,0.017086,0.000898,0.361664,0,0,0,0.015082,0,0.000574,0,0
9846,51.522982,-0.066378,6.885433312,1,4.529561048,3.265880341,5.678729377,4.85899848,0,0,0,0,0,0.349199,0,0.119102,0,0,0,0,0.002,0.036918,0,0,0,0,0,0,0.000395,0,0,0,0,0.220465,0,4.00E-06,0,0.195984,0,0,0,0.010949,0.011125,0.053859,0,0
9847,51.523068,-0.065785,5.600265582,1,4.259529906,4.77199679,5.35902769,6.221463471,0,0,0,0,0,0.086453,0,0.09666,0,0,0,0,9.00E-05,0.151832,0,0,0,0,0,0,0,0,0,0.168215,0,0.135816,0,0,0,0.274809,0,0,0.002699,0.082594,0,0,0,0
9848,51.52318,-0.064591,4.46493981,1,5.217102297,3.887577314,5.728702703,5.235964124,0,0,0,0,0,0.41382,0,0.021832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184,0,0,0,0.193391,0,0.069062,0.037465,0.242629,0,0,0,0,0,0.021164,0,0.000453
9850,51.535908,-0.119764,5.186423545,1,5.13330722,4.657172139,5.037732529,5.470161165,0,0,0,0,0,0.219613,0,0.010035,0,0,0,0,0,0.001559,0,0,0,0,0,0,0,0,0,0.03348,0.003754,0.166879,0,0.081445,0.000188,0.27359,0,0,0.003727,0.05448,0,0.150531,0,0
9851,51.536521,-0.121216,7.771195751,1,5.877126341,5.13789438,6.206758285,6.454018491,0,0,0,0,0,0.140793,0,0.02602,0,0,0,0,0.005305,0.000574,0,0,0.020496,0,0,0,0,0,0,0.002363,0,0.351223,0,0.018477,0.000848,0.153414,0,0,0,0.280488,0,0,0,0
9852,51.535744,-0.120176,5.554105881,1,7.25971529,5.795468193,5.658171748,6.228343187,0.005844,0,0,0,0,0.465422,0,0.002855,0,0,0,0,0,0.001828,0,0,0,0,0,0,0,0,0,0.005121,0.014895,0.159875,0,0.07059,0.017008,0.175562,0,0,0,0.068531,0,0.002285,0.00218,0
9853,51.536004,-0.121228,6.18776813,1,6.443134491,5.477478389,5.571439762,5.29808573,0,0,0,0,0,0.48384,0,0.000695,0,0,0,0,0.00423,0.024527,0,0,0.01073,0,0,0,0,0,0,0.07707,0,0.24575,0,0.004168,0,0.113707,0,0,0,0.034105,0,0.000422,0,0
9854,51.536452,-0.120555,6.008733027,1,7.302594607,6.290049739,5.708187502,6.069902114,0,0,0,0,0,0.428691,0,0,0,0,0,0,0,0.038316,0,0,0.000344,0,0,0,0,0,0,0,0,0.166457,0,0.054277,0.005543,0.138457,0,0,0,0.119531,0,0.04641,0,0
9855,51.536414,-0.12001,6.449042396,1,6.130680688,6.656498955,5.429724199,4.97943269,0,0,0,0,0,0.287457,0,9.40E-05,0,0,0,0,0,0.056996,0,0,0.073492,0,0,0,0,0.000219,0,0.03282,0,0.149102,0,0.004047,0,0.106223,0,0,0,0.167246,0,0.120828,0,0
9856,51.537705,-0.11575,7.160133601,1,5.150764883,5.413530977,5.693164013,6.090111443,0,0,0,0,0,0.152129,0,0.119359,0,0,0,0,0,0.057309,0,0,0,0,0,0,0,0,0,0,0.012613,0.248078,0,0.014352,0,0.256133,0,0,0,0.137785,0,0,0,0
9857,51.536298,-0.109012,7.425133791,1,5.559234664,4.451313155,5.717769614,5.410965479,0,0,0,0,0,0.252969,0,0.112504,0,0,0,0,0,0.038051,0,0,0.003527,0,0,0,0,0,0,0.00375,0,0.243355,0,0.040523,0,0.224348,0,0,0.00307,0.076723,0,0.000309,0,0
9859,51.524633,-0.095245,6.950887705,1,7.285528387,5.849715068,5.779771519,5.630636135,0.00466,0,0,0,0,0.398074,0,0.007828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291047,0,0.081262,2.00E-05,0.085672,0,0,0,0.117527,0.010574,0,0,0
9860,51.522974,-0.099978,6.590052093,1,4.778114264,4.853442042,5.505672293,5.446878922,0,0,0,0,0,0.364359,0,0.032695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001039,0,0,0,0.365004,0,0.034805,0.001078,0.16543,0,0,0,0.000609,0.020863,0,0,0
9861,51.523135,-0.101556,6.483143731,1,6.748471098,6.061719185,5.601045536,5.098516457,0,0,0,0,0,0.510258,0,0.168449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000293,0,0,0,0.124891,0,0.096047,0.021258,0.062203,0,0,0,0,0.012871,0,0,0
9862,51.523023,-0.102145,6.682425947,1,5.522415484,5.589377804,5.617806728,5.52639402,0,0,0,0,0,0.388039,0,0.027344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347926,0,0.064387,0,0.134383,0,0,0,0,0,0,0,0
9863,51.523849,-0.038174,5.811982772,1,6.214312223,5.736087944,5.615555056,5.527451323,0,0,0,0,0,0.465891,0,0.012355,0,0,0,0,0,0,0,0,6.20E-05,0,0,0,0,0,0,0.003688,4.70E-05,0.315023,0,0.073145,0.001547,0.118828,0,0,0,0.002285,0,0.000684,0,0
9864,51.517805,-0.092218,6.026688565,1,6.151449467,6.057043145,5.608944792,5.012223377,0,0,0,0,0,0.513598,0,0.001141,0,0,0,0,0.005508,0.053789,0,0,0.004062,0,0,0,0,8.00E-06,0,0,0,0.213734,0,0.151062,0,0.052801,0,0,0,0,0,0.004297,0,0
9865,51.517937,-0.092803,6.595347242,1,6.304555357,5.451466129,5.767806357,4.684318908,0,0,0,0,0,0.482137,0,0.094172,0,0,0,0,0,0.046203,0,0,0,0,0,0,0,0.000402,0,0,0.005523,0.114391,0,0.007402,0.001781,0.123285,0,0,0,0,0,0.015848,0.001875,0
9866,51.526012,-0.127022,5.766914373,1,6.266887358,6.050911285,5.584813798,4.685980411,0,0,0,0,0,0.54393,0,0.025223,0,0,0,0,0,0.011477,0,0,0,0,0,0,0,0,0,0.008676,3.50E-05,0.255949,0,0.042086,0,0.111969,0,0,0,0,0,0,0,0
9868,51.532077,-0.136539,6.525503874,1,5.871805514,5.201938347,5.510518117,5.610215912,0,0,0,0,0,0.414477,0,0.039398,0,0,0,0,0,0.049062,0,0,0,0,0,0,0,0.01275,0,0,0,0.254781,0,0.096617,0,0.102883,0,0,0,0.025172,0,5.10E-05,0,0
9871,51.530197,-0.133471,3.702447293,1,5.196620921,3.995100263,5.620912178,5.044348171,0.00525,0,0,0,0,0.396055,0,0.008406,0,0,0,0,0,0.02634,0,0,0,0,0,0,0,0,0,0.009758,0.002246,0.180863,0,0.098164,0,0.229449,0,0,0,0.003121,0,0.002008,0,0
9872,51.530574,-0.133937,5.915022806,1,6.573654394,6.134456213,5.574995646,5.637164877,0,0,0.000113,0,0,0.405168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255227,0,0.156129,0,0.095316,0,0,8.00E-06,0.08784,0,0,0,0
9873,51.530955,-0.1344,5.378540156,1,4.65600262,5.444602736,5.242725423,4.896198554,0,0,0,0,0,0.315277,0,0.024004,0.157684,0,0.000336,0,0,0,0,0,0,0,0,0,0,5.50E-05,0,0,0,0.236547,0,0.107797,0,0.018285,0,0,0,0.000219,0,0.138301,0,0
9874,51.53294,-0.136022,5.345624779,1,5.839018351,5.530480755,5.673785668,5.338252731,0,0,0,0,0,0.497098,0,0.019941,0,0,0,0,0,0.015844,0,0,0,0,0,0.000965,0,0.00632,0,0.00059,0.008934,0.204629,0,0.121812,0,0.110406,0,0,0,0.00968,0,1.20E-05,0,0
9875,51.533149,-0.135459,6.396277977,1,4.722991442,3.709882641,5.57458818,5.328285143,0,0,0,0,0,0.322391,0,0.031566,0,0,0,0,0,0.015516,0,0,0,0,0,0,0,0,0,0.066426,0,0.200711,0,0.079453,0.003309,0.20609,0,0,0,0.024281,0.005406,0.040258,0,0
9876,51.533358,-0.134897,7.124460338,1,7.522302373,5.933845759,5.753475954,5.894289487,0,0,0.000676,0,0,0.379277,0,0.096543,0,0,0,0,0,0.026398,0,0,0,0,0,0,0,0.000473,0,0.02707,0,0.154629,0,0.073738,0.003422,0.146871,0,0,0,0.080477,0,0.010426,0,0
9877,51.53094,-0.136517,7.820818692,1,5.544118546,5.291860768,6.103271585,6.55592095,0,0,0,0,0,0.13234,0,0.020914,0,0,0,0,0.014121,0.098883,0,0,0,0,0,0,0,0,0,0.003285,0,0.289551,0,0.023867,0,0.155953,0,0,0,0.255914,0,0.005172,0,0
9878,51.540344,-0.096297,5.502349341,1,5.193665297,4.683155038,5.52632993,5.694434936,0,0,0,0,0,0.384891,0,0.008355,0,0,0,0,0,0.000469,0,0,0,0,0,0,0,1.20E-05,0,0,0,0.336223,0,0.065672,0.000863,0.190766,0,0,6.60E-05,0,0,0.012234,0,0
9879,51.540266,-0.094449,7.682268966,1,4.576836642,5.081558455,5.594294689,5.080976422,0,0,0,0,0,0.320109,0,0.148488,0,0,0,0,0,0,0,0,0.000586,0,0,0,0,0.000477,0,0.010594,0,0.26493,0,0.001633,0,0.210199,0,0,0.00075,0.042234,0,0,0,0
9880,51.540567,-0.09393,4.656521134,1,2.940616744,3.949803429,5.179791872,4.72257787,0,0,0,0,0,0.261715,0,0.092195,0,0,0,0,2.00E-05,0.00816,0,0,0,0,0,0,0,0,0,0,0,0.269121,0,0.00552,0,0.304578,0,0,0,0.01666,0.014832,0.027199,0,0
9881,51.540011,-0.094118,7.682268966,1,4.576836642,5.081558455,5.594294689,5.080976422,0,0,0,0,0,0.320109,0,0.148488,0,0,0,0,0,0,0,0,0.000586,0,0,0,0,0.000477,0,0.010594,0,0.26493,0,0.001633,0,0.210199,0,0,0.00075,0.042234,0,0,0,0
9882,51.540313,-0.093599,4.685347499,1,3.614155966,4.203547335,5.165338193,4.95849628,0,0,0,0,0,0.232637,0,0.113883,0,0,0,0,0,0.052133,0,0,0.000289,0,0,0,0,0,0,0,0,0.257359,0,0.01248,0,0.307613,0,0,0,0.023605,0,0,0,0
9883,51.540617,-0.093082,5.110546215,1,5.018909492,3.750901906,4.841212085,5.778830418,0,0,0,0,0,0.129879,0,0.088586,0,0,0,0,0,0,0,0,9.00E-05,0,0,0,0,0,0,0.008531,0,0.342883,0,0.028867,0.000289,0.340898,0,0,5.10E-05,0.059789,0,0,0,0
9884,51.540919,-0.092564,7.820855584,1,5.994490523,5.471146003,5.886000675,5.80050212,0,0,0,0,0,0.262844,0,0.092398,0,0,0,0,0.000156,0.009246,0,0,0.00102,0,0,0,0,0.002375,0,0.006469,0,0.265328,0,0.027504,0,0.159367,0,0,0,0.171672,0,0.001465,0,0
9885,51.54122,-0.092045,6.312697846,1,3.161538923,4.223423114,5.618381371,5.190388822,0,0,0,0,0,0.293203,0,0.153359,0,0,0,0,0,0.021492,0,0,0,0,0,0,0,0,0,0.01298,0,0.239914,0,0.005723,0,0.253883,0,0,0,0.019445,0,0,0,0
9886,51.541822,-0.091006,7.832196446,1,5.632971659,5.099142298,5.684202479,5.572924832,0,0,0,0,0,0.270391,0,0.124492,0,0,0,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0.015703,0.018078,0.23752,0,0.032375,4.00E-06,0.189785,0,0,0,0.088742,0,0.022375,0,0
9887,51.539789,-0.095976,8.249034136,1,5.87829647,5.513022657,6.250283573,6.44103655,0,0,0,0,0,0.13759,0,0.068016,0,0,0,0,5.50E-05,0.023707,0,0,0.004371,0,0,0,0,0,0,0.03141,0,0.299578,0,0.001078,0,0.114375,0,0,0,0.308469,0,0.011352,0,0
9888,51.512209,-0.132829,5.597533005,1,6.61232974,5.8020868,5.683206516,5.363556774,0,0,0,0,0,0.517355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020531,0,0.008098,0,0,0,0.199602,0,0.061625,0.008996,0.143793,0,0,0,0.034297,0.005473,0.00023,0,0
9889,51.497797,-0.100798,5.852275551,1,6.322663943,6.117299546,5.582742234,4.834875975,0,0,0,0,0,0.52609,0,0.01927,0,0,0,0,0,0.016379,0,0,0,0,0,0,0,0,0,0,0,0.317109,0,0.063488,0,0.057207,0,0,0.000457,0,0,0,0,0
9890,51.501193,-0.09583,5.40290788,1,4.114225572,4.159718819,5.20386079,4.515018882,0,0,0,0,0,0.267934,0,0,0,0,0,0,0.00384,0.192777,0,0,0,0,0,0,0,0,0,0.00048,0,0.150629,0,0.081711,0,0.257066,0,0,0,0,0,0.002465,0,0
9891,51.508152,-0.122998,6.773551226,1,6.957316272,6.544907927,5.94463955,4.540042864,0.001465,0.026527,0,0,0,0.324973,0,0,0,0.047363,0,0,0,0,0,0,0,0,0,0,0,0.00675,0,0.001809,0.06784,0.039523,0,0.112664,0,0.015012,0,0,0,0.203047,0,0.052895,0,0
9892,51.509961,-0.122194,6.050009841,1,5.786204315,6.161439252,5.562042633,5.186645236,0,0,0,0,0,0.343988,0,0.08023,0,0,0,0,0,0.005641,0,0,0,0,0,0,0,0,0,0,0,0.161117,0,0.036109,0.005562,0.110598,0,0,0.00127,0,0.045141,0,0,0.000828
9893,51.495464,-0.111416,6.085963577,1,5.066552316,4.399666763,5.550297723,5.423457763,0,0,0,0,0,0.130355,0,0.000699,0,0,0,0,0,0,0,0,0.000531,0,0,0,0,2.00E-05,0,0.001984,0,0.343309,0,0.109109,0.011324,0.265227,0,0,0.000215,0.136406,0,0.000508,0,0
9894,51.494947,-0.114182,3.833942243,1,5.222219798,4.663211048,5.643199322,5.983585768,0,0,0.007238,0,0,0.418027,0,0.004359,0,0,0,0,0,0.000207,0,0,0.027688,0,0,1.20E-05,0,0,0,0.005449,0.011094,0.195121,0,0.123613,0,0.188984,0,0,0,0.004656,0,0.008391,0,0
9895,51.498518,-0.088658,6.700551103,1,7.066907194,5.448799224,5.72038218,5.529098909,0,0,0,0,0,0.37282,0,0.020391,0,0,0,0,0,0,0,0,0.041734,0,0,0,0,0,0,0.00809,0,0.355195,0,0.001484,0,0.098008,0,0,0,0.091832,0,0.010445,0,0
9898,51.520125,-0.134916,6.061736428,1,6.011401523,5.794945992,5.420019762,4.857988417,0,0,0,0,0,0.588805,0,0.008668,0,0,0,0,0,0.023801,0,0,0,0,0,0,0,0,0,0,0,0.196656,0,0.107883,0,0.069664,0,0,0,0,0.000637,0,0,0
9899,51.519305,-0.13404,6.00818661,1,6.184220913,6.421981627,5.464004455,4.593817957,0,0,0,0,0,0.563984,0,0.102684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003035,0,0,0,0.153363,0,0.09793,0.00243,0.064914,0,0,0.002426,0,0.009125,0,0,0
9900,51.497754,-0.087291,6.463817543,1,6.775256508,6.403784933,5.674640446,5.802875618,0,0,0,0,0,0.398945,0,0.012191,0,0,0,0,0.008324,0.001418,0,0,0.100332,0,0,0,0,0,0,0.111168,0,0.017977,0,0.032504,0,0.101305,0,0,0,0.101219,0,0.041242,0,0
9901,51.497582,-0.087682,7.435248096,1,6.407709453,5.433727016,5.592502752,5.599572877,0.001031,0,0,0,0,0.306656,0,0.090676,0,0,0,0,0,0.009949,0,0,0.006434,0,0,0.003324,0,0,0,0.000246,0,0.139742,0,0.077684,0,0.191812,0,0,0.000934,0.07159,0,0,0,0
9902,51.495277,-0.117705,6.701834792,1,4.936973381,4.517377375,5.701406063,4.981000536,0,0,0,0,0,0.318535,0,0.152871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551,0.284762,0,0.01009,0,0.167031,0,0,0,0.064254,0,0.001906,0,0
9903,51.500441,-0.090756,5.997247267,1,6.108701507,6.206009256,5.355103885,4.885497756,0,0,0,0,0,0.585879,0,0.009574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001586,0.19657,0,0.12127,0,0.083023,0,0,0,0,0.002098,0,0,0
9904,51.500631,-0.09035,6.485231177,1,6.401989311,6.119709138,5.513555159,5.651201015,0,0,0,0,0,0.45707,0,0.007016,0,0,0,0,0,0.00282,0,0,0,0,0,0,0,0.000434,0,0,0.009598,0.286848,0,0.105172,0,0.10032,0,0,0,0.016859,0,0.013863,0,0
9905,51.503581,-0.142934,7.523756647,1,6.954429762,6.666817112,6.015711647,6.09197195,0,0,0,0,0,0,0,0.00066,0,0,0,0,0.003266,0,0,0,0.277844,0,0,0,0,0.000746,0,0,0,0.045262,0,0,0,0.046586,0,0,0,0.442184,0,0,0,0
9906,51.504028,-0.135543,8.608651027,1,6.303298984,5.618020601,5.769193147,5.868417213,0,0,0,0,0,0,0,0.006891,0,0,0,0,0.064402,0.000125,0,0,0.012066,0,0,0,0.002984,0.004199,0,0,0,0.372375,0,0.001543,0,0.163957,0,0,0.001422,0.360672,0,0,0,0
9907,51.504258,-0.134988,6.961965224,1,5.814650086,5.212289035,5.565171447,5.928866237,0,0,0.001184,0,0,0,0,0.002871,0,0,0,0,0.001141,0.005824,0,0,0.01493,0,0,0,0.008355,0.020316,0,0,0,0.403203,0,0.018652,0,0.184438,0,0,0.002016,0.317418,0,0.002801,0,0
9908,51.504487,-0.134434,6.725483191,1,5.348413824,4.911362647,5.482588341,6.25935248,0,0,0,0,0,0.08023,0,0.001918,0,0,0,0,0.020316,0.007125,0,0,0.048621,0,0,0,0.000293,0,0,0,0,0.401836,0,1.60E-05,0,0.194672,0,0,0.006297,0.238676,0,0,0,0
9909,51.504717,-0.13388,6.0547383,1,5.044723201,4.432458728,5.343529128,5.714306151,0,0,0,0,0,0.066527,0,0.008125,0,0,0,0,0.002574,0.005922,0,0,0.026371,0,0,0,0,0,0,0,0,0.418102,0,0.000695,0,0.23943,0,0,0.002297,0.216473,0.013484,0,0,0
9910,51.504946,-0.133325,6.832989603,1,5.137845169,4.99376128,5.51601224,5.887955199,0,0,0.001613,0,0,0.103375,0,0.02034,0,0,0,0,0.003398,0.000434,0,0,0.023574,0,0,0,0,0.000949,0,0,0,0.349789,0,0.000398,0,0.245648,0,0,0,0.16409,0.086078,0.000312,0,0
9911,51.505173,-0.13277,6.610190022,1,5.094259069,4.441650972,5.648147375,6.24591646,0,0,0,0,0,0.080227,0,0.000129,0,0,0,0,0.003098,0.002242,0,0,0.028066,0,0,0,0,0,0,0,0,0.428219,0,0.00525,0,0.210875,0,0,0,0.236359,0.002879,0,0,0
9912,51.5054,-0.132214,8.406221684,1,6.68533659,5.319405571,5.877802916,6.158717667,0,0,0,0,0,0.03259,0,0.000664,0,0,0,0,0.002621,0,0,0,0.016668,0,0,0,0.017777,0.003039,0,0,0,0.418199,0,0.002738,0,0.119633,0,0,0,0.359328,0,0,0,0
9913,51.505627,-0.131659,7.977268474,1,5.787771714,5.347509018,6.010881658,6.321354783,0,0,0,0,0,0.026676,0,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0.010453,0.00432,0,0,0,0.361922,0,0.07243,0,0.120199,0,0,0.007695,0.329973,0,0,0,0
9914,51.506323,-0.129999,7.74916187,1,6.585426776,5.383763868,5.966398629,6.582387711,0,0,0,0,0,0.097391,0,0.002527,0,0,0,0,0,0.003473,0,0,0,0,0,0,0,0.002867,0,0,0,0.417895,0,0.019305,0,0.112125,0,0,0.002062,0.337996,0,0.004348,0,0
9915,51.502193,-0.131803,7.640919478,1,7.076189754,7.300956555,5.939500233,5.760697019,0,0,0,0,0,0,0,0,0,0,0,0,0.01118,0.025324,0,0,0.086074,0,0,0,0.028738,0.011547,0,0.117469,0.001086,0,0,0,0,0.075066,0,0,0,0.414246,0,0,0,0
9916,51.502212,-0.132403,6.719791723,1,6.204210605,6.733680372,6.022912431,5.539645852,0,0,0,0,0,0,0,0,0,0,0,0,0.000152,0.038805,0,0,0.184176,0,0,0,0,0.142504,0,0.005395,0,0,0,0,0,0.127105,0,0,0,0.362688,0,0,0.02584,0
9917,51.50222,-0.133003,8.274384839,1,6.96774554,7.644500774,5.946863886,6.428332358,0,0,0,0,0,0,0,0,0,0.000234,0,0,0,0,0,0,0.075824,0,0,0,0,0.03891,0,0.054918,0.002598,0,0,0,0,0.037203,0,0,0,0.495824,0,0,0,0
9918,51.502209,-0.133603,7.435229771,1,6.504493808,7.303659263,5.941505064,5.765750644,0,0,0,0,0,0,0,0,0,0,0,0,0.034367,0.021051,0,0,0.127461,0,0,0,0.012977,0.007641,0,0.014043,0.036742,0,0,0,0,0.056227,0,0,0,0.417008,0,0,0.001383,0
9919,51.502166,-0.134201,8.041939451,1,7.329611886,7.885984619,5.87713925,6.542056246,0,0,0,0,0,0,0,0,0,0.005664,0,0,0.010789,0,0,0,0.087281,0,0,0,0,0.359004,0,0.000734,0,0,0,0,0,0.004168,0,0,0,0.468012,0,0,0,0
9920,51.503575,-0.131848,6.768014449,1,6.29231515,6.171946478,6.197534375,5.816552111,0,0,0,0,0,0.02475,0,0,0,0,0,0,0,0.013898,0,0,0.022215,0,0,0,0.00948,0.029074,0,0.149773,0,0,0,0,0,0.101102,0,0,0,0.308914,0,0.020285,0.013023,0
9921,51.503306,-0.13238,7.02244637,1,5.794121756,6.721846627,5.93621299,4.956533457,0,0,0,0,0,0,0,0,0,0,0,0,0.026059,0.01543,0,0,0.068262,3.50E-05,0,0,0,0.086379,8.20E-05,0,0,0,0,0.039344,0.009777,0.142227,0,0,0,0.337961,0,0.016852,0.117148,0
9922,51.503168,-0.132962,6.976384592,1,5.856427751,6.160156735,5.821118065,5.061627436,0,0,0,0,0,0,0,0,0,0,0,0,0.048445,0.03691,0,0,0.062988,0,0,0,0,0.010043,0,0,0.050883,0,0,0,0,0.173055,0,0,0,0.290996,0,0.002637,0.007609,0
9923,51.503145,-0.133561,7.574485414,1,5.932641628,6.823775861,5.918398761,5.73048013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097598,0,0,0.068582,0,0,0,0,0.019164,0,0.014379,0,0,0,0,0,0.154383,0,0,0,0.356305,0,0,0,0
9924,51.503132,-0.134161,8.363844889,1,7.482460019,7.387095546,5.779061698,6.594191138,0,0,0,0,0,0.001684,0,0,0,0,0,0,0.10359,0.063293,0,0.000316,0.063648,0,0,0,0,0.065906,0,0.034746,0.005008,0,0,0,0,0.012805,0,0,0,0.514617,0,0,0,0
9925,51.502874,-0.134686,8.784338666,1,6.816293562,6.50785798,6.043091862,6.212084965,0,0,0,0,0,0,0,0.069711,0,0,0,0,0.001805,0.056559,0,0,0.00923,0,0,0,0,0.000199,0,0,0,0.300035,0,0.055414,0,0.104074,0,0,0,0.392434,0,0,0,0
9926,51.502501,-0.135821,8.026041483,1,7.16747287,7.315166093,5.850339435,6.242595474,0,0,0,0,0,0.001852,0,0,0,0,0,0,0,0.026586,0,0,0.063867,0,0,0,0,0.010066,0,0.052258,0.03182,0,0,0,0,0.081477,0,0,0,0.458434,0,0,0,0
9927,51.50238,-0.136409,8.47603268,1,7.436241886,7.659606655,5.956703505,6.579177322,0,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,0,0.019637,0,0,0,0,0.062504,0,0.099133,0,0,0,0,0,0.025172,0,0,0,0.490035,0,0.018,0,0
9928,51.502251,-0.136994,8.15976291,1,7.587701041,7.106555384,5.807645139,6.437521477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020867,0,0,0.122504,0,0,0,0,0.02216,0,0,0,0,0,0,0.001844,0.042195,0,0,0,0.538797,0,0,0,0
9929,51.502083,-0.13757,6.183079197,1,5.202911238,4.870503461,5.315461608,4.603632248,0,0,0,0,0,0,0,0,0,0,0,0,0.000371,0.015266,0,0,0.091258,0,0,0,0,0,0,0.019836,0.017699,0.184559,0,0,0,0.252723,0,0,0,0.246582,0,0,0.039117,0
9930,51.501904,-0.138143,8.142704015,1,6.83950734,7.171791119,5.890041398,5.827767826,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0.04173,0,0,0,0,0.065211,0,0.150465,0,0,0,0,0,0.104004,0,0,0,0.40618,0,0,0.022629,0
9931,51.501501,-0.139238,7.153558817,1,5.419616446,5.632750135,5.466078594,4.558377025,0,0,0,0,0,0,0,0,0,0,0,0,0.066227,0.048898,0,0,0.046105,0,0,0,0,0.010102,0,0.004383,0.01898,0.078547,0,0.065695,0,0.165699,0,0,0,0.215613,0,0.137742,0.042391,0
9932,51.501009,-0.139169,8.360933071,1,5.254143311,5.464890126,5.729881159,4.802265888,0.00016,0,0,0,0,0.014625,0,0,0,0,0,0,0.071086,0.00359,0,0,0.097641,0,0,0,0,0.002695,0,0.038,0,0.195027,0,0,0,0.183453,0,0,0,0.246395,0,0.06348,0.034957,0
9933,51.501598,-0.134675,8.07843188,1,7.163419307,7.352017048,6.026907933,6.411602915,0,0,0,0,0,0.000215,0,0.004336,0,0,0,0,0.003492,0.018004,0,0,0.17584,0,0,0,0,0.004695,0,0,0,0.002352,0,0,0,0.025785,0,0,0.006148,0.494879,0,0,0,0
9934,51.501314,-0.134147,7.307936367,1,6.505917806,6.918781849,5.997382189,5.679616098,0,0,0,0,0,0,0,0.006391,0,0,0,0,0,0.070652,0,0,0.168086,0,0,0,0,0.012156,0,0.014793,0,0.040812,0,0,0,0.12559,0,0,0,0.377805,0,0,0,0
9935,51.536359,-0.142661,5.807878061,1,6.328357928,5.772393998,5.665451381,5.373392576,0,0,0,0,0,0.444953,0,0.034668,0,0,0,0,0,0.018312,0,0,0,0,0,0,0,0.001164,0,0,0.00041,0.313672,0,0.034855,0,0.142816,0,0,0.001312,0,0,0,0,0
