FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,wall,ceiling,windowpane,person,column,signboard,building,sky,road,sidewalk,car,awning,van,bulletin board,fence,ashcan,streetlight,tree,grass,earth,mountain,plant,bicycle,railing,bridge,skyscraper,minibike,water,chair,lamp,pier,sculpture,desk,fountain,glass,booth,sofa,lake,ct_person,ct_car,ct_truck,ct_bus,ct_traffic light,ct_bench,ct_motorcycle,ct_bicycle,ct_chair,ct_boat,ct_dining table,ct_couch,ct_parking meter
23325,40.810249,-73.890953,3.613458511,1,5.751512497,5.352231088,5.919229142,4.225543478,4.00E-06,0,0,0.000168,0,0,0.44466,0.145172,0.26659,0,0.13309,0,0,0,0.001559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23360,40.810249,-73.917969,3.859100213,1,4.756780722,4.174604643,5.461941987,6.162008282,0,0,0,0.00798,0,0.005551,0.229184,0.216031,0.317762,0.009754,0.096863,0.00743,0,0,0.007137,0,0.000508,0.100609,0,0,0,0,0,0,0,0,0.001191,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0
23361,40.810249,-73.918343,3.21341234,1,6.029792705,5.971258859,5.579226179,4.661620083,0,0,0,0,0,0.004469,0.464195,0.107762,0.240738,0.046719,0.112047,0,0,0,0.015629,0,0,0.008441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23365,40.810249,-73.920593,8.580911489,1,6.525655862,5.629765011,5.232000272,6.016433748,0,0,0,0,0,0,0.221828,0.089543,0.307066,0.054066,0.050383,0,0,0,0.055359,0,0,0.21727,0.004484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
23366,40.810249,-73.921349,9.194327872,1,6.745097638,6.555705115,6.026033376,5.895445135,0,0,0,0,0,0,0.418773,0.008652,0.162426,0.021059,0.187137,0,0,0,0,0,0,0.197688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
23368,40.810249,-73.922478,8.318724894,1,5.37308572,4.49104228,5.558358772,5.67805383,0.001746,0,0,0,0,0,0.130293,0.166141,0.358309,0.000816,0.072168,0,0,0,0,0,0,0.26657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
23410,40.810249,-73.948746,3.872778298,1,4.61012398,4.031326146,5.504681134,4.76255176,0,0,0,0.001902,0,0.015898,0.270902,0.296848,0.210754,0.100664,0.016059,0,0,0,0.000574,0,0.000797,0.069598,0,0.007168,8.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
23427,40.810249,-73.958878,9.893032553,1,6.919969193,6.224690851,5.590855456,5.848214286,0,0,0,0.001945,0,0.000133,0.473371,0.053508,0.198914,0.032113,0.154176,0,0.002066,0,0.019617,0,0,0.064156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0
23429,40.810249,-73.959999,3.915012766,1,6.365303535,5.784790857,5.4770178,4.453933747,0,0,0,0,0,0,0.542637,0.064641,0.217656,0.034824,0.133398,0,0,0,0,0,0,0.006844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
23438,40.810261,-73.965271,9.527132553,1,5.616306902,5.504309502,5.362008895,6.074016563,0.022281,0,0,0,0,0,0.000539,0.279094,0.281957,7.40E-05,0.109859,0,0,0,0.044953,0,0.000523,0.256148,0,0.002293,0,0,0,0.002277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23441,40.81031,-73.967979,3.454591489,1,5.055161116,4.869190524,6.027429656,2.503881987,0,0,0,0,0,0,0.002562,0.308707,0.365312,0,0.005926,0,0,0,0.011586,0,0,0.187996,0.089488,0.00159,0,0,0,0,0,0,0,0.021406,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23442,40.810497,-73.835205,3.859762979,2,3.50082712,2.603120168,4.593151309,4.385351967,0.056633,0,0,0,0,0.000785,0,0.503938,0.325859,0,0.025992,0,0.00548,0,0.006828,0,0,0.015617,0,0.054121,0,0,0,3.50E-05,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23443,40.810505,-73.835579,3.827174681,2,3.51176824,2.599301117,4.379608361,5.370729814,0.023277,0,0,0,0,0.005977,0,0.500703,0.334543,0,0.00107,0,0.012973,0,0.027754,0,0.000227,0.029711,0,0.052625,0,0,0,0.011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23465,40.810577,-73.873497,3.971555745,1,3.714078496,3.435749326,5.243769154,4.956004141,0.024367,0,0,0.000422,0,0.002781,0.025531,0.389254,0.316297,0.135656,0.012945,0,0,0,0.040324,0,0,0.050457,0.001309,0.000656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
23467,40.810577,-73.874626,3.771308936,1,3.57061272,2.67663997,4.989465,4.123317805,0.016137,0,0,0,0,0.01309,0.020574,0.421762,0.312281,0.121199,0.003648,0,0,0,0.068012,0,0,0.005555,0,0,0.009703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23468,40.810577,-73.875,3.953338298,1,3.215595253,2.642981817,4.996310047,5.682582815,0.027285,0,0,0,0,0.001352,0.022355,0.437121,0.434992,0.013418,0.00177,0,0,0,0.053004,0,0.000871,0.004977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
23472,40.810577,-73.881378,3.868475106,1,4.738936524,4.290823955,4.95554646,5.918090062,0,0,0,8.00E-06,0,4.00E-06,0.117742,0.305605,0.37852,0.036398,0.00098,0,0,0,0.000266,0,0,0.138129,0.022285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23476,40.810577,-73.883636,3.544678085,1,3.22881222,3.375674382,5.502200925,5.917443064,0,0,0,3.10E-05,0,0,0.018941,0.376348,0.375863,0.007297,0.088879,0,0,0,0.00098,0,0.000719,0.11066,0.014867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
23481,40.810577,-73.886261,3.423212766,1,4.788658898,4.217466207,5.422895884,6.598731884,0,0,0,0.003699,0,0.000254,0.216812,0.29184,0.285738,0.020324,0.096809,0,0,0,0,0,0,0.084379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
23483,40.810577,-73.887383,3.895963404,1,4.691487003,4.497772816,5.167402255,3.789466874,0.010219,0,0,0,0,0,0.188121,0.307391,0.287305,0.071277,0.007953,0,0.000305,0,0,0,0,0.052234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
23485,40.810577,-73.888512,3.932218085,1,4.415271547,4.338989854,5.181166151,4.41252588,0,0,0,0,0,0,0.307703,0.288812,0.217582,0.016203,0.161297,0,0.000945,0,0,0,8.00E-06,0.007449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
23491,40.810577,-73.891891,3.746902553,1,4.203061627,4.419557914,4.470949392,4.587215321,0,0,0,0,0,0,0.150047,0.312441,0.306684,0.000551,0.030043,0,0,0,0,0,0,0.000137,0,0,0,0,0,0.010113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
23503,40.810577,-73.903145,3.85776234,1,4.580903083,4.604792364,5.22127315,5.685170807,0,0,0,0,0,5.10E-05,0.079512,0.292859,0.356457,0.002855,0.104062,0,0.002215,0,0.004082,0,0.000316,0.156645,0,0.000746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
23510,40.810577,-73.907272,3.850029574,1,4.095328888,4.561733994,5.25921232,4.915243271,0.015348,0,0,1.60E-05,0,0,0.304406,0.248184,0.29423,0.066488,0.05516,0,0,0,0.010617,0,0,0.005551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23514,40.810577,-73.909531,8.643609787,1,7.024891745,6.342544723,5.536334554,6.025491718,0.015793,0,0,0.002988,0,0,0.110227,0.117797,0.19498,0,0.209926,0,0,0,0.010062,0,0,0.336004,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23525,40.810577,-73.920036,8.53357766,1,5.178681752,5.073575287,5.345818816,6.353519669,0,0,0,0,0,1.20E-05,0.184609,0.162578,0.271004,0.00975,0.122121,0,0,0,0.007414,0,0,0.21523,5.10E-05,0,0,0.025793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23534,40.810577,-73.925285,9.055193617,1,5.462812372,4.520707693,6.709709997,5.416019669,0,0,0,0.005867,0,4.00E-06,0.30202,0.163906,0.302297,0.006812,0.135215,0.007586,0.018801,0,0,0,0,0.055953,0,0,0,0,0.001414,0,0,0,0.000125,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0
23556,40.810577,-73.939926,9.058974255,1,6.084834761,5.953737707,6.317648259,5.265916149,0,0,0,0,0,0,0.407934,0.130922,0.245074,0.008594,0.148816,0,0,0,0.000316,0,0,0.056723,0,0,0,0,0,0.001621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23559,40.810577,-73.941422,8.289884255,1,7.36425351,7.271822925,6.173005179,5.103519669,7.80E-05,0,0,0,0,0,0.252449,0,0.202957,0.023766,0.17627,0,0,0,0.006371,0,0,0.311672,0.002582,0,0,0.01473,0,0.004266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
23560,40.810577,-73.942177,9.364428511,1,7.613187179,7.203703371,6.185511336,5.543478261,0.000652,0,0,0,0,0,0.211836,0.058504,0.190242,0.032684,0.167754,0,0,0,0.011254,0,0,0.318062,0.000363,0,0,0.003977,0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23577,40.810577,-73.951561,8.149714468,1,6.296296948,5.343327178,6.410488356,5.195393375,8.00E-06,0,0,0.00223,0,0.001188,0.367609,0.143254,0.233039,0,0.055609,0,0.057336,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
23593,40.810577,-73.960564,3.897788085,1,6.764258528,6.34913386,5.931221928,6.081780538,0,0,0,0,0,0,0.473344,0.038801,0.23082,0.035992,0.128859,0,0,0,4.70E-05,0,0,0.092137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23601,40.810589,-73.96508,8.119281915,1,6.334939384,5.806291242,6.091749117,5.51565735,0,0,0,0,0,0,0.181164,0.103051,0.319086,0,0.065625,0,0,0,0.006422,0,0,0.279789,0.001301,0.043562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
23604,40.810837,-73.835022,3.957024255,2,3.536863483,2.61592495,4.801884122,3.504140787,0.062859,0,0,0,0,0,0.000102,0.475453,0.313445,0,0.049715,0,0,0,0.004836,0,0,0.025941,0,0.067641,0,0,0,8.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
23605,40.810848,-73.83577,3.730006596,2,3.4441342,2.425107096,4.331471495,5.489130435,0.03709,0,0,0,0,0,0,0.507191,0.345961,0,0.005844,0,0,0,8.60E-05,0,8.00E-06,0.003137,0,0.072375,0,0,0,0.022648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
23638,40.810902,-73.885323,3.801712979,1,4.183540326,4.496441173,6.123766977,4.445522774,0.011496,0,0,0.004781,0,0,0.309727,0.223668,0.271801,0.015,0.113582,0,0,0,0,0,0,0.001816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
23640,40.810902,-73.886444,3.63042,1,4.185146269,4.094574697,5.012553084,4.384704969,0.023105,0,0,0,0,0,0.240562,0.302125,0.276785,0.081043,0.047887,0,0.003852,0,0,0,0,0.02102,0,0,0,0.003621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
23648,40.810902,-73.890953,3.85228383,1,4.275543731,3.678074989,4.361885389,4.310300207,0,0,0,0.000219,0,0.006406,0.254586,0.304672,0.331852,0.003102,0.097566,0,0,0,0.001441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
23650,40.810902,-73.892075,3.59256234,1,4.537334856,4.058516229,4.591809482,4.783902692,0.014633,0,0,0.000188,0,0.003441,0.118551,0.342254,0.32998,0.001391,0.004113,0,0,0,1.20E-05,0,0,0.017277,0,0.00523,0.001766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
23688,40.810902,-73.920593,8.991738085,1,6.533211287,5.884777307,5.764184875,6.466744306,0,0,0,0.004949,0,0,0.344297,0.079969,0.313324,0.069715,0.032637,0,0,0,0.020453,0,0,0.127789,0,0,0,0,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
23718,40.810902,-73.940491,8.800991064,1,6.290931807,5.982790133,5.810268398,5.595885093,7.40E-05,0,0,0,0,0,0.417539,0.094906,0.259172,0.036066,0.096375,0,0,0,0.000242,0.010324,0,0.059113,0,0,0,0.003977,0,0.010355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23719,40.810902,-73.940865,8.570211702,1,6.281460382,6.031448136,5.982321404,5.473602485,0,0,0,0,0,0,0.417637,0.063844,0.241086,0.02507,0.127715,0,0,0,0.000633,0.004766,0,0.099578,0,0,0,0,0,0.002645,0,0,0.013172,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
23725,40.810902,-73.944237,8.156946809,1,6.642990963,6.554306757,5.206892398,5.936206004,0.166551,0,0,0,0,0,0.368625,0.024227,0.176684,0.000145,0.098094,0,0,0,0.00025,0,0,0.154172,0.00443,0.00073,0,0,0,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23744,40.810902,-73.956245,8.209040213,1,6.897189249,7.244259454,5.872158214,5.542184265,0.001906,0,0,0.002156,0,0,0.243246,0.033445,0.205133,0.002949,0.204551,0,0,0,0.023758,0,0,0.282855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
23748,40.810902,-73.958504,8.2266,1,6.664291346,6.2093302,5.404057557,4.948887164,0,0,0,3.90E-05,0,8.00E-06,0.259504,0.073219,0.301707,0.014352,0.120957,0,0,0,0.013328,0,0,0.213848,0,0,0,0,0,0,0,0,0.002953,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0
23751,40.810902,-73.959999,8.874574255,1,6.604332024,6.113357471,5.817540799,4.221014493,0,0,0,0,0,0,0.51582,0.061477,0.187816,0.016934,0.175016,0,0,0,0,0,0,0.042938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23757,40.810905,-73.963387,3.948685532,1,5.53311164,5.266585315,6.153737825,5.362318841,0,0,0,0,0,0.002551,0.433395,0.091414,0.376793,0.025375,0.054723,0,0,0,0,0,0,0.01575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
23765,40.811188,-73.836342,3.94534383,1,4.74921105,4.331375673,5.366876274,5.332556936,0,0,0,0,0,0.003074,0.06973,0.322203,0.240828,0,0,0,0,0,0.009871,8.00E-06,0,0.096684,0.072105,0.16282,0,0.000254,0,0,0.018133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23778,40.811226,-73.855484,3.875465957,1,5.127055583,4.620602889,5.917069563,4.945652174,0,0,0,0,0,0.000309,0.149914,0.248746,0.312578,0.077633,0.006734,0,0.001609,0,0,0,0,0.15982,0.023738,0.013625,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23801,40.811226,-73.886261,3.954825106,1,5.004383251,4.546452343,5.091751572,5.447722567,0.056793,0,0,0,0,0,0.179781,0.313082,0.256961,0.033816,0.106207,0,0.008402,0,0,0,0,0.044957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
23803,40.811226,-73.887383,3.924450426,1,6.044202229,4.939053485,4.797120418,4.340062112,0.001832,0,0,0,0,0,0.262988,0.286984,0.199332,0.009266,0.21052,0,0,0,0.000266,0,4.00E-06,0.026945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
23806,40.811226,-73.889259,3.820825106,1,4.285511438,4.336464958,5.263092508,4.358178054,0,0,0,0,0,0,0.303062,0.278051,0.281152,0.061395,0.067891,0,0,0,0,0.000516,0.00359,0.000852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
23857,40.811226,-73.924538,9.081941064,1,6.347715874,4.989947407,5.016206127,5.403726708,0,0,0,0,0,0.001117,0.269281,0.115492,0.329578,8.00E-06,0.12202,0,0,0,0,0,0,0.162391,0,0.000113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
23882,40.811226,-73.941422,9.501548936,1,6.694937188,6.666843817,5.876546436,5.755693582,0.01373,0,0,0.00018,0,0,0.279035,0.061965,0.275148,0.079594,0.019074,0,0,0,0,0,0.001875,0.257805,0.001734,0,0,0.007062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
23886,40.811226,-73.94368,8.005466809,1,6.349596312,6.669413408,5.408822764,5.814570393,4.70E-05,0,0,1.20E-05,0,0,0.33784,0.068359,0.17707,0.016055,0.220855,0,0,0,0.001016,0.000555,0,0.169496,0,0,0,0.007664,0,0.000945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
23897,40.811226,-73.95118,9.160983404,1,7.140082123,6.078328184,6.151618556,6.572204969,5.50E-05,0,0,0,0,0.000297,0.333219,0.135082,0.184332,0.003301,0.204242,0,0,0,0.034609,0,0.000352,0.104309,0,0,0,0.000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
23901,40.811226,-73.953438,8.418866383,1,5.845865746,5.257918136,6.375738553,5.195393375,0,0,0,0,0,0,0.39216,0.148504,0.260895,0.025355,0.041887,0,0,0,0.00023,0,0,0.007012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
23910,40.811226,-73.959442,8.447310213,1,6.013009078,5.874774583,5.555147778,4.661620083,0,0,0,0.000102,0,0,0.464156,0.089785,0.305926,0.015953,0.105629,0.00366,0,0,0.007988,0,0,0.006801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
23927,40.811527,-73.83728,2.974516085,2,3.363138274,2.918177884,4.53482991,2.364130435,0.002012,0,0,0,0,0,0.000332,0.448172,0.348551,0,0.044664,0,0,0,0.019488,0,0,0.034496,0.028469,0.072578,0,0,0,0,0.001238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
23931,40.811546,-73.84742,3.532905745,2,4.156584015,2.861357458,4.681317175,4.692675983,0.004789,0,0,0,0,0,0.046762,0.436453,0.274113,0.00743,0,0,0,0,0.043992,0,0,0.043164,0.093512,0.002395,0,0.017582,0,0,0,0,0,0.013336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23964,40.81155,-73.887947,3.519234255,1,3.893327194,4.364752934,5.070149117,4.699145963,0,0,0,0.0035,0,0.004879,0.294742,0.282266,0.359504,0.024,0.023852,0,0,0,0,0.000203,0,0.000281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0
23972,40.81155,-73.892448,3.799449149,1,3.915067513,3.436096039,4.549352389,3.641951346,0.003785,0,0,0,0,0,0.22398,0.338051,0.399445,0.01857,0.008223,0,0,0,0,0,0,0.004547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
23985,40.81155,-73.90258,3.908230638,1,4.514473024,3.841587822,4.556417382,4.783902692,0,0,0,0,0,0,0.150387,0.36241,0.32807,0,0.006871,0,0,0,0,0,0,0.012086,0,0,0.001156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24003,40.81155,-73.916092,8.23443383,1,6.792573392,6.319805448,5.747396349,4.869306418,0,0,0,0,0,0,0.39218,0.067609,0.221371,0.035891,0.135465,0,0,0,9.40E-05,0,0,0.145453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0
24010,40.81155,-73.920219,8.240424681,1,6.142737433,5.32793731,5.930127051,5.874741201,0.005117,0,0,0,0,0,0.184332,0.178621,0.195387,0.01848,0.189977,0,0,0,2.00E-05,0,0,0.213582,0,0.00359,0,0,0,0.010895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
24013,40.81155,-73.921722,8.140783191,1,6.131104469,5.469707399,5.802503174,5.924560041,0,0,0,0.000844,0,0,0.125742,0.131965,0.290551,0.021641,0.127453,0,0,0,0.00718,0,0,0.28352,0.011105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
24014,40.81155,-73.922478,8.251628511,1,5.776923292,5.744437916,6.262973928,5.082168737,0,0,0,0.000828,0,6.60E-05,0.37648,0.122207,0.272477,0.014027,0.119934,0,0,0,0.008027,0,4.00E-06,0.066055,0.007852,0,0,9.00E-05,0,0.011051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
24026,40.81155,-73.92923,3.988683191,1,4.302707493,3.987231898,4.717779753,4.340062112,0,0,0,0.004852,0,0,0.26127,0.317746,0.244672,0.000199,0.155875,0,0.014883,0,2.70E-05,0,0.000477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
24027,40.81155,-73.929604,3.844404468,1,4.257846294,4.060719538,4.703656195,4.017210145,0,0,0,0,0,0,0.271613,0.307902,0.314891,0.003984,0.098539,0.001777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
24028,40.81155,-73.930351,3.17279,1,4.414430445,3.740016588,4.720821347,4.340062112,0.003508,0,0,0,0,0,0.266578,0.325156,0.258867,0,0.145293,0,0,0,0.000121,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
24029,40.81155,-73.930733,3.946998298,1,4.089980632,3.587571871,5.127138158,4.72502588,0.115156,0,0,0,0,0.004418,0.059859,0.366516,0.328145,0.021652,0.000102,0,0,0,0.014387,0,0.000594,0.004953,0,0.084215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24047,40.81155,-73.943863,9.446380213,1,6.868085671,6.079013968,6.46550561,6.081780538,0,0,0,0,0,0,0.480539,0.041504,0.161797,0.023855,0.18152,0,0,0,0,0,0,0.083438,0,0,0,0.001238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
24048,40.81155,-73.944237,10,1,6.7294617,6.107704667,6.162102994,5.848214286,0,0,0,0.000723,0,0,0.490035,0.035707,0.201402,0.035562,0.14173,0,0,0,0,0,0,0.068457,0,0,0,0.000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
24074,40.81155,-73.961876,9.568274468,1,6.838819409,5.911331476,5.144882435,6.612318841,0,0,0,0,0,0.002047,0.307445,0.042531,0.309441,0.035562,0.023195,0,0,0,0,0,0,0.179297,0,0,0,0.10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24093,40.811874,-73.847603,3.488527872,1,3.24828694,2.995201055,4.908473645,6.180771222,0,0,0,0,0,0,0.060371,0.417539,0.36209,0.003336,0.023297,0,0,0,0.006754,0,0,0.065402,0.038617,0.001051,0,0.012395,0,0,0,0,0,0.009148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24094,40.811874,-73.847984,3.453192979,1,3.24828694,2.995201055,4.908473645,6.180771222,0,0,0,0,0,0,0.060371,0.417539,0.36209,0.003336,0.023297,0,0,0,0.006754,0,0,0.065402,0.038617,0.001051,0,0.012395,0,0,0,0,0,0.009148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24115,40.811874,-73.882507,3.726800851,1,3.114022418,2.587242451,5.131862649,4.866718426,0,0,0,0,0,0.004863,0.094895,0.423762,0.422367,4.00E-06,0.035738,0,0,0,0.000234,0,0,0.005754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
